subject,probe,structure,threshold_s,early_area_norm,late_area_norm,incline_norm,incline_ratio,n_intrusions_le_thr,nod_intrusion_off_area
CNPIX12-Santiago,imec0,M2,5,0.004392249103942652,0.008478046594982079,0.0040857974910394265,1.9302289998469935,0,0.0
CNPIX12-Santiago,imec0,M2,6,0.004392249103942652,0.008478046594982079,0.0040857974910394265,1.9302289998469935,0,0.0
CNPIX12-Santiago,imec0,M2,7,0.004392249103942652,0.008478046594982079,0.0040857974910394265,1.9302289998469935,0,0.0
CNPIX12-Santiago,imec0,M2,8,0.004392249103942652,0.008478046594982079,0.0040857974910394265,1.9302289998469935,0,0.0
CNPIX12-Santiago,imec0,M2,9,0.004392249103942652,0.008478046594982079,0.0040857974910394265,1.9302289998469935,0,0.0
CNPIX12-Santiago,imec0,M2,10,0.004392249103942652,0.008478046594982079,0.0040857974910394265,1.9302289998469935,0,0.0
CNPIX12-Santiago,imec0,VO,0,0.0058458994708994695,0.009382275132275133,0.003536375661375663,1.604932684692839,0,0.0
CNPIX12-Santiago,imec0,VO,1,0.0058458994708994695,0.009382275132275133,0.003536375661375663,1.604932684692839,0,0.0
CNPIX12-Santiago,imec0,VO,2,0.0058458994708994695,0.009382275132275133,0.003536375661375663,1.604932684692839,0,0.0
CNPIX12-Santiago,imec0,VO,3,0.0058458994708994695,0.009382275132275133,0.003536375661375663,1.604932684692839,0,0.0
CNPIX12-Santiago,imec0,VO,4,0.0058458994708994695,0.009382275132275133,0.003536375661375663,1.604932684692839,0,0.0
CNPIX12-Santiago,imec0,VO,5,0.0058458994708994695,0.009382275132275133,0.003536375661375663,1.604932684692839,0,0.0
CNPIX12-Santiago,imec0,VO,6,0.0058458994708994695,0.009382275132275133,0.003536375661375663,1.604932684692839,0,0.0
CNPIX12-Santiago,imec0,VO,7,0.0058458994708994695,0.009382275132275133,0.003536375661375663,1.604932684692839,0,0.0
CNPIX12-Santiago,imec0,VO,8,0.0058458994708994695,0.009382275132275133,0.003536375661375663,1.604932684692839,0,0.0
CNPIX12-Santiago,imec0,VO,9,0.0058458994708994695,0.009382275132275133,0.003536375661375663,1.604932684692839,0,0.0
CNPIX12-Santiago,imec0,VO,10,0.0058458994708994695,0.009382275132275133,0.003536375661375663,1.604932684692839,0,0.0
CNPIX12-Santiago,imec1,mPPC,0,0.00508888888888889,0.008590656565656565,0.003501767676767675,1.688120285827709,0,0.0
CNPIX12-Santiago,imec1,mPPC,1,0.00508888888888889,0.008590656565656565,0.003501767676767675,1.688120285827709,0,0.0
CNPIX12-Santiago,imec1,mPPC,2,0.00508888888888889,0.008590656565656565,0.003501767676767675,1.688120285827709,0,0.0
CNPIX12-Santiago,imec1,mPPC,3,0.00508888888888889,0.008590656565656565,0.003501767676767675,1.688120285827709,0,0.0
CNPIX12-Santiago,imec1,mPPC,4,0.00508888888888889,0.008590656565656565,0.003501767676767675,1.688120285827709,0,0.0
CNPIX12-Santiago,imec1,mPPC,5,0.00508888888888889,0.008590656565656565,0.003501767676767675,1.688120285827709,0,0.0
CNPIX12-Santiago,imec1,mPPC,6,0.00508888888888889,0.008590656565656565,0.003501767676767675,1.688120285827709,0,0.0
CNPIX12-Santiago,imec1,mPPC,7,0.00508888888888889,0.008590656565656565,0.003501767676767675,1.688120285827709,0,0.0
CNPIX12-Santiago,imec1,mPPC,8,0.00508888888888889,0.008590656565656565,0.003501767676767675,1.688120285827709,0,0.0
CNPIX12-Santiago,imec1,mPPC,9,0.00508888888888889,0.008590656565656565,0.003501767676767675,1.688120285827709,0,0.0
CNPIX12-Santiago,imec1,mPPC,10,0.00508888888888889,0.008590656565656565,0.003501767676767675,1.688120285827709,0,0.0
CNPIX14-Francis,imec1,V2,0,0.00020944444444444445,0.00644611111111111,0.0062366666666666655,30.777188328912462,0,0.0
CNPIX14-Francis,imec1,V2,1,0.00020944444444444445,0.00644611111111111,0.0062366666666666655,30.777188328912462,0,0.0
CNPIX14-Francis,imec1,V2,2,0.00020944444444444445,0.00808111111111111,0.007871666666666666,38.58355437665782,3,10.432
CNPIX14-Francis,imec1,V2,3,0.00020944444444444445,0.011721111111111111,0.011511666666666667,55.96286472148541,5,23.535999999999998
